dataset,image_id,image_path,gender,race,age
fairface,fairface_003339,data/raw/fairface/fairface_003339.jpg,0,6,3
fairface,fairface_003647,data/raw/fairface/fairface_003647.jpg,0,2,1
fairface,fairface_003378,data/raw/fairface/fairface_003378.jpg,0,6,1
fairface,fairface_006678,data/raw/fairface/fairface_006678.jpg,1,4,5
fairface,fairface_005873,data/raw/fairface/fairface_005873.jpg,1,5,4
fairface,fairface_002411,data/raw/fairface/fairface_002411.jpg,0,2,3
fairface,fairface_008808,data/raw/fairface/fairface_008808.jpg,0,4,3
fairface,fairface_006318,data/raw/fairface/fairface_006318.jpg,0,4,6
fairface,fairface_009354,data/raw/fairface/fairface_009354.jpg,0,2,3
fairface,fairface_009211,data/raw/fairface/fairface_009211.jpg,0,5,4
fairface,fairface_005818,data/raw/fairface/fairface_005818.jpg,1,4,4
fairface,fairface_000935,data/raw/fairface/fairface_000935.jpg,0,6,3
fairface,fairface_009660,data/raw/fairface/fairface_009660.jpg,0,5,3
fairface,fairface_007237,data/raw/fairface/fairface_007237.jpg,0,5,5
fairface,fairface_004044,data/raw/fairface/fairface_004044.jpg,0,0,3
fairface,fairface_006735,data/raw/fairface/fairface_006735.jpg,1,5,7
fairface,fairface_006754,data/raw/fairface/fairface_006754.jpg,1,2,0
fairface,fairface_006204,data/raw/fairface/fairface_006204.jpg,1,2,3
fairface,fairface_002994,data/raw/fairface/fairface_002994.jpg,0,5,4
fairface,fairface_002227,data/raw/fairface/fairface_002227.jpg,0,3,4
fairface,fairface_009683,data/raw/fairface/fairface_009683.jpg,1,2,5
fairface,fairface_000712,data/raw/fairface/fairface_000712.jpg,0,4,3
fairface,fairface_003787,data/raw/fairface/fairface_003787.jpg,0,5,3
fairface,fairface_008805,data/raw/fairface/fairface_008805.jpg,1,4,5
fairface,fairface_000726,data/raw/fairface/fairface_000726.jpg,0,4,2
fairface,fairface_009091,data/raw/fairface/fairface_009091.jpg,0,3,3
fairface,fairface_005730,data/raw/fairface/fairface_005730.jpg,1,6,4
fairface,fairface_007224,data/raw/fairface/fairface_007224.jpg,0,2,2
fairface,fairface_000298,data/raw/fairface/fairface_000298.jpg,1,3,5
fairface,fairface_000565,data/raw/fairface/fairface_000565.jpg,0,0,2
fairface,fairface_005167,data/raw/fairface/fairface_005167.jpg,1,1,5
fairface,fairface_002264,data/raw/fairface/fairface_002264.jpg,0,5,1
fairface,fairface_009811,data/raw/fairface/fairface_009811.jpg,0,6,1
fairface,fairface_008545,data/raw/fairface/fairface_008545.jpg,1,2,6
fairface,fairface_008467,data/raw/fairface/fairface_008467.jpg,1,6,3
fairface,fairface_007782,data/raw/fairface/fairface_007782.jpg,1,4,7
fairface,fairface_009710,data/raw/fairface/fairface_009710.jpg,1,4,4
fairface,fairface_008621,data/raw/fairface/fairface_008621.jpg,1,3,3
fairface,fairface_003423,data/raw/fairface/fairface_003423.jpg,0,3,4
fairface,fairface_004266,data/raw/fairface/fairface_004266.jpg,1,0,4
fairface,fairface_004206,data/raw/fairface/fairface_004206.jpg,0,2,5
fairface,fairface_000207,data/raw/fairface/fairface_000207.jpg,0,1,4
fairface,fairface_006184,data/raw/fairface/fairface_006184.jpg,0,3,8
fairface,fairface_004109,data/raw/fairface/fairface_004109.jpg,0,4,3
fairface,fairface_004896,data/raw/fairface/fairface_004896.jpg,0,1,8
fairface,fairface_000985,data/raw/fairface/fairface_000985.jpg,0,0,5
fairface,fairface_007998,data/raw/fairface/fairface_007998.jpg,1,2,2
fairface,fairface_007752,data/raw/fairface/fairface_007752.jpg,1,6,2
fairface,fairface_009616,data/raw/fairface/fairface_009616.jpg,1,2,2
fairface,fairface_000328,data/raw/fairface/fairface_000328.jpg,1,0,4
fairface,fairface_007509,data/raw/fairface/fairface_007509.jpg,0,3,4
fairface,fairface_003066,data/raw/fairface/fairface_003066.jpg,1,6,8
fairface,fairface_004193,data/raw/fairface/fairface_004193.jpg,1,2,1
fairface,fairface_008973,data/raw/fairface/fairface_008973.jpg,1,6,1
fairface,fairface_003486,data/raw/fairface/fairface_003486.jpg,0,6,2
fairface,fairface_003648,data/raw/fairface/fairface_003648.jpg,1,6,1
fairface,fairface_005639,data/raw/fairface/fairface_005639.jpg,1,3,4
fairface,fairface_007290,data/raw/fairface/fairface_007290.jpg,1,3,2
fairface,fairface_006489,data/raw/fairface/fairface_006489.jpg,1,3,3
fairface,fairface_006161,data/raw/fairface/fairface_006161.jpg,1,5,1
fairface,fairface_003773,data/raw/fairface/fairface_003773.jpg,1,3,5
fairface,fairface_007565,data/raw/fairface/fairface_007565.jpg,0,2,2
fairface,fairface_002320,data/raw/fairface/fairface_002320.jpg,0,5,6
fairface,fairface_000915,data/raw/fairface/fairface_000915.jpg,0,3,5
fairface,fairface_000772,data/raw/fairface/fairface_000772.jpg,0,4,2
fairface,fairface_004423,data/raw/fairface/fairface_004423.jpg,1,3,4
fairface,fairface_007081,data/raw/fairface/fairface_007081.jpg,0,4,3
fairface,fairface_001083,data/raw/fairface/fairface_001083.jpg,1,2,1
fairface,fairface_007350,data/raw/fairface/fairface_007350.jpg,1,0,1
fairface,fairface_008441,data/raw/fairface/fairface_008441.jpg,0,2,5
fairface,fairface_008102,data/raw/fairface/fairface_008102.jpg,0,5,3
fairface,fairface_004354,data/raw/fairface/fairface_004354.jpg,1,4,5
fairface,fairface_009070,data/raw/fairface/fairface_009070.jpg,0,5,4
fairface,fairface_007037,data/raw/fairface/fairface_007037.jpg,0,5,2
fairface,fairface_005325,data/raw/fairface/fairface_005325.jpg,1,6,3
fairface,fairface_001346,data/raw/fairface/fairface_001346.jpg,1,3,6
fairface,fairface_004317,data/raw/fairface/fairface_004317.jpg,1,4,3
fairface,fairface_001821,data/raw/fairface/fairface_001821.jpg,0,3,6
fairface,fairface_007618,data/raw/fairface/fairface_007618.jpg,0,5,2
fairface,fairface_009745,data/raw/fairface/fairface_009745.jpg,1,3,2
fairface,fairface_004030,data/raw/fairface/fairface_004030.jpg,0,6,2
fairface,fairface_007862,data/raw/fairface/fairface_007862.jpg,1,5,4
fairface,fairface_006254,data/raw/fairface/fairface_006254.jpg,0,0,0
fairface,fairface_000787,data/raw/fairface/fairface_000787.jpg,0,3,4
fairface,fairface_002716,data/raw/fairface/fairface_002716.jpg,0,5,6
fairface,fairface_004969,data/raw/fairface/fairface_004969.jpg,0,4,3
fairface,fairface_006576,data/raw/fairface/fairface_006576.jpg,1,3,3
fairface,fairface_006311,data/raw/fairface/fairface_006311.jpg,0,5,4
fairface,fairface_009260,data/raw/fairface/fairface_009260.jpg,1,5,3
fairface,fairface_007956,data/raw/fairface/fairface_007956.jpg,0,6,3
fairface,fairface_001719,data/raw/fairface/fairface_001719.jpg,1,2,1
fairface,fairface_001993,data/raw/fairface/fairface_001993.jpg,1,3,7
fairface,fairface_002107,data/raw/fairface/fairface_002107.jpg,0,5,2
fairface,fairface_006738,data/raw/fairface/fairface_006738.jpg,0,2,5
fairface,fairface_003974,data/raw/fairface/fairface_003974.jpg,1,3,3
fairface,fairface_003821,data/raw/fairface/fairface_003821.jpg,1,5,5
fairface,fairface_000069,data/raw/fairface/fairface_000069.jpg,1,1,4
fairface,fairface_004545,data/raw/fairface/fairface_004545.jpg,1,5,5
fairface,fairface_007736,data/raw/fairface/fairface_007736.jpg,0,5,4
fairface,fairface_007054,data/raw/fairface/fairface_007054.jpg,0,6,8
fairface,fairface_001046,data/raw/fairface/fairface_001046.jpg,1,1,8
fairface,fairface_004415,data/raw/fairface/fairface_004415.jpg,0,1,3
fairface,fairface_009897,data/raw/fairface/fairface_009897.jpg,1,5,2
fairface,fairface_006041,data/raw/fairface/fairface_006041.jpg,0,2,3
fairface,fairface_006867,data/raw/fairface/fairface_006867.jpg,0,1,6
fairface,fairface_009385,data/raw/fairface/fairface_009385.jpg,1,4,4
fairface,fairface_004547,data/raw/fairface/fairface_004547.jpg,1,6,3
fairface,fairface_007670,data/raw/fairface/fairface_007670.jpg,1,5,5
fairface,fairface_005584,data/raw/fairface/fairface_005584.jpg,0,3,4
fairface,fairface_004659,data/raw/fairface/fairface_004659.jpg,1,2,4
fairface,fairface_007721,data/raw/fairface/fairface_007721.jpg,0,1,3
fairface,fairface_006830,data/raw/fairface/fairface_006830.jpg,0,1,3
fairface,fairface_008484,data/raw/fairface/fairface_008484.jpg,0,6,0
fairface,fairface_001240,data/raw/fairface/fairface_001240.jpg,0,6,2
fairface,fairface_005268,data/raw/fairface/fairface_005268.jpg,1,3,5
fairface,fairface_005522,data/raw/fairface/fairface_005522.jpg,0,2,2
fairface,fairface_008526,data/raw/fairface/fairface_008526.jpg,0,0,3
fairface,fairface_005298,data/raw/fairface/fairface_005298.jpg,0,3,3
fairface,fairface_006984,data/raw/fairface/fairface_006984.jpg,1,5,4
fairface,fairface_004501,data/raw/fairface/fairface_004501.jpg,0,1,7
fairface,fairface_004611,data/raw/fairface/fairface_004611.jpg,0,2,4
fairface,fairface_002807,data/raw/fairface/fairface_002807.jpg,0,6,5
fairface,fairface_009951,data/raw/fairface/fairface_009951.jpg,0,5,4
fairface,fairface_007267,data/raw/fairface/fairface_007267.jpg,1,5,3
fairface,fairface_001289,data/raw/fairface/fairface_001289.jpg,1,2,4
fairface,fairface_004993,data/raw/fairface/fairface_004993.jpg,0,0,1
fairface,fairface_008764,data/raw/fairface/fairface_008764.jpg,1,3,7
fairface,fairface_007943,data/raw/fairface/fairface_007943.jpg,1,2,3
fairface,fairface_002349,data/raw/fairface/fairface_002349.jpg,1,0,0
fairface,fairface_003286,data/raw/fairface/fairface_003286.jpg,1,0,3
fairface,fairface_005048,data/raw/fairface/fairface_005048.jpg,0,4,3
fairface,fairface_003304,data/raw/fairface/fairface_003304.jpg,1,1,1
fairface,fairface_004702,data/raw/fairface/fairface_004702.jpg,1,4,5
fairface,fairface_007542,data/raw/fairface/fairface_007542.jpg,1,4,4
fairface,fairface_008947,data/raw/fairface/fairface_008947.jpg,1,0,1
fairface,fairface_003031,data/raw/fairface/fairface_003031.jpg,0,0,3
fairface,fairface_001531,data/raw/fairface/fairface_001531.jpg,1,4,3
fairface,fairface_004700,data/raw/fairface/fairface_004700.jpg,1,1,6
fairface,fairface_005994,data/raw/fairface/fairface_005994.jpg,1,1,1
fairface,fairface_004899,data/raw/fairface/fairface_004899.jpg,1,4,3
fairface,fairface_007102,data/raw/fairface/fairface_007102.jpg,1,0,3
fairface,fairface_007790,data/raw/fairface/fairface_007790.jpg,0,0,3
fairface,fairface_009328,data/raw/fairface/fairface_009328.jpg,1,3,3
fairface,fairface_000675,data/raw/fairface/fairface_000675.jpg,1,1,6
fairface,fairface_005576,data/raw/fairface/fairface_005576.jpg,1,5,6
fairface,fairface_003371,data/raw/fairface/fairface_003371.jpg,0,3,2
fairface,fairface_000314,data/raw/fairface/fairface_000314.jpg,1,1,4
fairface,fairface_002653,data/raw/fairface/fairface_002653.jpg,1,0,1
fairface,fairface_002018,data/raw/fairface/fairface_002018.jpg,0,1,1
fairface,fairface_005336,data/raw/fairface/fairface_005336.jpg,0,1,3
fairface,fairface_003442,data/raw/fairface/fairface_003442.jpg,1,3,3
fairface,fairface_001352,data/raw/fairface/fairface_001352.jpg,0,0,3
fairface,fairface_002924,data/raw/fairface/fairface_002924.jpg,1,2,3
fairface,fairface_002801,data/raw/fairface/fairface_002801.jpg,0,6,3
fairface,fairface_007098,data/raw/fairface/fairface_007098.jpg,0,3,3
fairface,fairface_004961,data/raw/fairface/fairface_004961.jpg,1,1,5
fairface,fairface_009821,data/raw/fairface/fairface_009821.jpg,1,6,2
fairface,fairface_004007,data/raw/fairface/fairface_004007.jpg,1,5,4
fairface,fairface_002536,data/raw/fairface/fairface_002536.jpg,1,1,6
fairface,fairface_005839,data/raw/fairface/fairface_005839.jpg,0,1,2
fairface,fairface_008649,data/raw/fairface/fairface_008649.jpg,1,0,3
fairface,fairface_003812,data/raw/fairface/fairface_003812.jpg,1,3,4
fairface,fairface_003776,data/raw/fairface/fairface_003776.jpg,0,3,5
fairface,fairface_004978,data/raw/fairface/fairface_004978.jpg,1,3,6
fairface,fairface_005936,data/raw/fairface/fairface_005936.jpg,0,3,0
fairface,fairface_000105,data/raw/fairface/fairface_000105.jpg,1,2,5
fairface,fairface_009746,data/raw/fairface/fairface_009746.jpg,0,6,1
fairface,fairface_001927,data/raw/fairface/fairface_001927.jpg,1,5,3
fairface,fairface_005955,data/raw/fairface/fairface_005955.jpg,1,5,3
fairface,fairface_007903,data/raw/fairface/fairface_007903.jpg,0,6,1
fairface,fairface_001551,data/raw/fairface/fairface_001551.jpg,1,1,5
fairface,fairface_003273,data/raw/fairface/fairface_003273.jpg,1,0,4
fairface,fairface_002960,data/raw/fairface/fairface_002960.jpg,0,4,5
fairface,fairface_004299,data/raw/fairface/fairface_004299.jpg,0,6,1
fairface,fairface_005811,data/raw/fairface/fairface_005811.jpg,1,6,3
fairface,fairface_005293,data/raw/fairface/fairface_005293.jpg,1,1,4
fairface,fairface_006593,data/raw/fairface/fairface_006593.jpg,1,2,2
fairface,fairface_003852,data/raw/fairface/fairface_003852.jpg,0,3,1
fairface,fairface_006160,data/raw/fairface/fairface_006160.jpg,0,6,4
fairface,fairface_005417,data/raw/fairface/fairface_005417.jpg,0,4,3
fairface,fairface_007466,data/raw/fairface/fairface_007466.jpg,1,3,5
fairface,fairface_000975,data/raw/fairface/fairface_000975.jpg,0,2,6
fairface,fairface_005255,data/raw/fairface/fairface_005255.jpg,1,0,3
fairface,fairface_005081,data/raw/fairface/fairface_005081.jpg,0,3,3
fairface,fairface_009094,data/raw/fairface/fairface_009094.jpg,0,3,4
fairface,fairface_001423,data/raw/fairface/fairface_001423.jpg,1,3,4
fairface,fairface_003402,data/raw/fairface/fairface_003402.jpg,0,6,2
fairface,fairface_006662,data/raw/fairface/fairface_006662.jpg,0,4,5
fairface,fairface_005932,data/raw/fairface/fairface_005932.jpg,1,4,5
fairface,fairface_005072,data/raw/fairface/fairface_005072.jpg,0,1,2
fairface,fairface_002369,data/raw/fairface/fairface_002369.jpg,0,3,3
fairface,fairface_003540,data/raw/fairface/fairface_003540.jpg,0,1,4
fairface,fairface_000047,data/raw/fairface/fairface_000047.jpg,0,4,1
fairface,fairface_007401,data/raw/fairface/fairface_007401.jpg,0,3,2
fairface,fairface_008575,data/raw/fairface/fairface_008575.jpg,1,3,4
fairface,fairface_008299,data/raw/fairface/fairface_008299.jpg,0,6,2
fairface,fairface_006127,data/raw/fairface/fairface_006127.jpg,1,2,5
fairface,fairface_001771,data/raw/fairface/fairface_001771.jpg,0,6,3
fairface,fairface_000162,data/raw/fairface/fairface_000162.jpg,1,6,2
fairface,fairface_009725,data/raw/fairface/fairface_009725.jpg,1,5,3
fairface,fairface_001635,data/raw/fairface/fairface_001635.jpg,1,0,4
fairface,fairface_008566,data/raw/fairface/fairface_008566.jpg,0,1,4
fairface,fairface_001566,data/raw/fairface/fairface_001566.jpg,1,1,4
fairface,fairface_007033,data/raw/fairface/fairface_007033.jpg,1,2,4
fairface,fairface_006215,data/raw/fairface/fairface_006215.jpg,0,1,4
fairface,fairface_006864,data/raw/fairface/fairface_006864.jpg,0,0,5
fairface,fairface_005311,data/raw/fairface/fairface_005311.jpg,0,3,4
fairface,fairface_006385,data/raw/fairface/fairface_006385.jpg,0,5,1
fairface,fairface_000518,data/raw/fairface/fairface_000518.jpg,0,5,3
fairface,fairface_003490,data/raw/fairface/fairface_003490.jpg,1,5,3
fairface,fairface_008825,data/raw/fairface/fairface_008825.jpg,0,1,4
fairface,fairface_007375,data/raw/fairface/fairface_007375.jpg,1,2,2
fairface,fairface_008644,data/raw/fairface/fairface_008644.jpg,0,4,3
fairface,fairface_009499,data/raw/fairface/fairface_009499.jpg,1,6,1
fairface,fairface_002957,data/raw/fairface/fairface_002957.jpg,0,0,5
fairface,fairface_004723,data/raw/fairface/fairface_004723.jpg,0,4,1
fairface,fairface_009971,data/raw/fairface/fairface_009971.jpg,1,5,4
fairface,fairface_009998,data/raw/fairface/fairface_009998.jpg,0,1,3
fairface,fairface_001676,data/raw/fairface/fairface_001676.jpg,0,4,3
fairface,fairface_007499,data/raw/fairface/fairface_007499.jpg,0,3,3
fairface,fairface_004664,data/raw/fairface/fairface_004664.jpg,1,3,5
fairface,fairface_009718,data/raw/fairface/fairface_009718.jpg,0,6,5
fairface,fairface_007803,data/raw/fairface/fairface_007803.jpg,0,3,4
fairface,fairface_001868,data/raw/fairface/fairface_001868.jpg,0,6,3
fairface,fairface_002133,data/raw/fairface/fairface_002133.jpg,0,6,1
fairface,fairface_000734,data/raw/fairface/fairface_000734.jpg,1,0,0
fairface,fairface_003323,data/raw/fairface/fairface_003323.jpg,0,3,3
fairface,fairface_004698,data/raw/fairface/fairface_004698.jpg,0,6,2
fairface,fairface_006813,data/raw/fairface/fairface_006813.jpg,0,0,3
fairface,fairface_001958,data/raw/fairface/fairface_001958.jpg,1,5,1
fairface,fairface_006964,data/raw/fairface/fairface_006964.jpg,1,3,3
fairface,fairface_003171,data/raw/fairface/fairface_003171.jpg,1,4,4
fairface,fairface_000471,data/raw/fairface/fairface_000471.jpg,1,4,3
fairface,fairface_002969,data/raw/fairface/fairface_002969.jpg,1,1,2
fairface,fairface_003248,data/raw/fairface/fairface_003248.jpg,0,4,2
fairface,fairface_006073,data/raw/fairface/fairface_006073.jpg,1,3,3
fairface,fairface_003795,data/raw/fairface/fairface_003795.jpg,1,5,5
fairface,fairface_007580,data/raw/fairface/fairface_007580.jpg,0,0,3
fairface,fairface_005586,data/raw/fairface/fairface_005586.jpg,0,1,3
fairface,fairface_007336,data/raw/fairface/fairface_007336.jpg,0,1,3
fairface,fairface_004859,data/raw/fairface/fairface_004859.jpg,1,0,6
fairface,fairface_004360,data/raw/fairface/fairface_004360.jpg,1,0,1
fairface,fairface_008851,data/raw/fairface/fairface_008851.jpg,0,3,4
fairface,fairface_009420,data/raw/fairface/fairface_009420.jpg,0,5,3
fairface,fairface_009527,data/raw/fairface/fairface_009527.jpg,0,4,3
fairface,fairface_009782,data/raw/fairface/fairface_009782.jpg,0,3,4
fairface,fairface_009476,data/raw/fairface/fairface_009476.jpg,0,2,2
fairface,fairface_009481,data/raw/fairface/fairface_009481.jpg,0,3,3
fairface,fairface_006844,data/raw/fairface/fairface_006844.jpg,1,3,5
fairface,fairface_006843,data/raw/fairface/fairface_006843.jpg,0,1,4
fairface,fairface_008015,data/raw/fairface/fairface_008015.jpg,1,3,7
fairface,fairface_007529,data/raw/fairface/fairface_007529.jpg,0,6,3
fairface,fairface_006047,data/raw/fairface/fairface_006047.jpg,0,3,3
fairface,fairface_001017,data/raw/fairface/fairface_001017.jpg,1,5,4
fairface,fairface_008013,data/raw/fairface/fairface_008013.jpg,0,3,3
fairface,fairface_001782,data/raw/fairface/fairface_001782.jpg,0,2,1
fairface,fairface_008777,data/raw/fairface/fairface_008777.jpg,0,3,4
fairface,fairface_002826,data/raw/fairface/fairface_002826.jpg,0,0,2
fairface,fairface_003691,data/raw/fairface/fairface_003691.jpg,1,5,4
fairface,fairface_007927,data/raw/fairface/fairface_007927.jpg,1,2,3
fairface,fairface_001252,data/raw/fairface/fairface_001252.jpg,1,5,7
fairface,fairface_004843,data/raw/fairface/fairface_004843.jpg,0,5,8
fairface,fairface_005399,data/raw/fairface/fairface_005399.jpg,1,0,3
fairface,fairface_004016,data/raw/fairface/fairface_004016.jpg,0,0,2
fairface,fairface_004796,data/raw/fairface/fairface_004796.jpg,1,3,4
fairface,fairface_000441,data/raw/fairface/fairface_000441.jpg,0,5,3
fairface,fairface_003365,data/raw/fairface/fairface_003365.jpg,1,2,2
fairface,fairface_006968,data/raw/fairface/fairface_006968.jpg,0,2,4
fairface,fairface_007483,data/raw/fairface/fairface_007483.jpg,0,0,4
fairface,fairface_005722,data/raw/fairface/fairface_005722.jpg,0,0,1
fairface,fairface_008576,data/raw/fairface/fairface_008576.jpg,1,5,5
fairface,fairface_009905,data/raw/fairface/fairface_009905.jpg,0,5,3
fairface,fairface_005423,data/raw/fairface/fairface_005423.jpg,1,4,5
fairface,fairface_006920,data/raw/fairface/fairface_006920.jpg,0,0,4
fairface,fairface_005784,data/raw/fairface/fairface_005784.jpg,1,0,1
fairface,fairface_009208,data/raw/fairface/fairface_009208.jpg,1,6,6
fairface,fairface_001786,data/raw/fairface/fairface_001786.jpg,1,6,4
fairface,fairface_003255,data/raw/fairface/fairface_003255.jpg,1,0,3
fairface,fairface_003094,data/raw/fairface/fairface_003094.jpg,0,6,4
fairface,fairface_007089,data/raw/fairface/fairface_007089.jpg,0,5,5
fairface,fairface_004738,data/raw/fairface/fairface_004738.jpg,1,5,5
fairface,fairface_006705,data/raw/fairface/fairface_006705.jpg,0,6,8
fairface,fairface_009894,data/raw/fairface/fairface_009894.jpg,1,0,6
fairface,fairface_009529,data/raw/fairface/fairface_009529.jpg,1,3,1
fairface,fairface_003716,data/raw/fairface/fairface_003716.jpg,1,3,3
fairface,fairface_003421,data/raw/fairface/fairface_003421.jpg,0,6,3
fairface,fairface_002321,data/raw/fairface/fairface_002321.jpg,0,0,3
fairface,fairface_005070,data/raw/fairface/fairface_005070.jpg,0,0,2
fairface,fairface_004586,data/raw/fairface/fairface_004586.jpg,0,5,5
fairface,fairface_005630,data/raw/fairface/fairface_005630.jpg,1,3,1
fairface,fairface_007775,data/raw/fairface/fairface_007775.jpg,0,3,3
fairface,fairface_005448,data/raw/fairface/fairface_005448.jpg,0,5,1
fairface,fairface_006168,data/raw/fairface/fairface_006168.jpg,1,6,3
fairface,fairface_006467,data/raw/fairface/fairface_006467.jpg,0,5,4
fairface,fairface_000825,data/raw/fairface/fairface_000825.jpg,1,0,5
fairface,fairface_001663,data/raw/fairface/fairface_001663.jpg,0,2,1
fairface,fairface_001977,data/raw/fairface/fairface_001977.jpg,0,3,6
fairface,fairface_006832,data/raw/fairface/fairface_006832.jpg,0,2,3
fairface,fairface_006936,data/raw/fairface/fairface_006936.jpg,1,5,4
fairface,fairface_001288,data/raw/fairface/fairface_001288.jpg,1,4,4
fairface,fairface_003979,data/raw/fairface/fairface_003979.jpg,1,0,4
fairface,fairface_009103,data/raw/fairface/fairface_009103.jpg,0,5,4
fairface,fairface_005916,data/raw/fairface/fairface_005916.jpg,0,2,3
fairface,fairface_002077,data/raw/fairface/fairface_002077.jpg,1,1,3
fairface,fairface_006394,data/raw/fairface/fairface_006394.jpg,0,4,2
fairface,fairface_000204,data/raw/fairface/fairface_000204.jpg,0,6,1
fairface,fairface_007475,data/raw/fairface/fairface_007475.jpg,0,0,6
fairface,fairface_006195,data/raw/fairface/fairface_006195.jpg,1,4,3
fairface,fairface_007049,data/raw/fairface/fairface_007049.jpg,0,0,6
fairface,fairface_006193,data/raw/fairface/fairface_006193.jpg,1,3,3
fairface,fairface_001263,data/raw/fairface/fairface_001263.jpg,1,5,0
fairface,fairface_000367,data/raw/fairface/fairface_000367.jpg,0,1,3
fairface,fairface_009048,data/raw/fairface/fairface_009048.jpg,1,4,1
fairface,fairface_008194,data/raw/fairface/fairface_008194.jpg,0,3,2
fairface,fairface_008834,data/raw/fairface/fairface_008834.jpg,0,0,2
fairface,fairface_005152,data/raw/fairface/fairface_005152.jpg,0,5,3
fairface,fairface_008736,data/raw/fairface/fairface_008736.jpg,0,5,1
fairface,fairface_003931,data/raw/fairface/fairface_003931.jpg,1,3,4
fairface,fairface_001585,data/raw/fairface/fairface_001585.jpg,0,0,3
fairface,fairface_001543,data/raw/fairface/fairface_001543.jpg,1,1,2
fairface,fairface_004640,data/raw/fairface/fairface_004640.jpg,0,2,3
fairface,fairface_009556,data/raw/fairface/fairface_009556.jpg,0,0,3
fairface,fairface_002160,data/raw/fairface/fairface_002160.jpg,0,3,3
fairface,fairface_006855,data/raw/fairface/fairface_006855.jpg,0,0,3
fairface,fairface_006962,data/raw/fairface/fairface_006962.jpg,1,1,4
fairface,fairface_006189,data/raw/fairface/fairface_006189.jpg,0,1,1
fairface,fairface_004710,data/raw/fairface/fairface_004710.jpg,1,3,4
fairface,fairface_007853,data/raw/fairface/fairface_007853.jpg,1,4,2
fairface,fairface_009798,data/raw/fairface/fairface_009798.jpg,1,1,3
fairface,fairface_001366,data/raw/fairface/fairface_001366.jpg,1,4,1
fairface,fairface_004671,data/raw/fairface/fairface_004671.jpg,0,0,3
fairface,fairface_005466,data/raw/fairface/fairface_005466.jpg,1,3,0
fairface,fairface_003616,data/raw/fairface/fairface_003616.jpg,1,0,3
fairface,fairface_008562,data/raw/fairface/fairface_008562.jpg,1,3,6
fairface,fairface_005005,data/raw/fairface/fairface_005005.jpg,0,1,6
fairface,fairface_004292,data/raw/fairface/fairface_004292.jpg,0,6,3
fairface,fairface_002305,data/raw/fairface/fairface_002305.jpg,1,1,5
fairface,fairface_000652,data/raw/fairface/fairface_000652.jpg,0,0,5
fairface,fairface_002159,data/raw/fairface/fairface_002159.jpg,1,4,4
fairface,fairface_007751,data/raw/fairface/fairface_007751.jpg,0,5,3
fairface,fairface_009205,data/raw/fairface/fairface_009205.jpg,1,0,6
fairface,fairface_002576,data/raw/fairface/fairface_002576.jpg,0,0,3
fairface,fairface_000317,data/raw/fairface/fairface_000317.jpg,1,3,5
fairface,fairface_004911,data/raw/fairface/fairface_004911.jpg,1,5,3
fairface,fairface_000603,data/raw/fairface/fairface_000603.jpg,1,5,5
fairface,fairface_005666,data/raw/fairface/fairface_005666.jpg,0,5,1
fairface,fairface_002729,data/raw/fairface/fairface_002729.jpg,1,3,1
fairface,fairface_004159,data/raw/fairface/fairface_004159.jpg,1,3,3
fairface,fairface_009730,data/raw/fairface/fairface_009730.jpg,1,1,4
fairface,fairface_004082,data/raw/fairface/fairface_004082.jpg,0,4,2
fairface,fairface_004135,data/raw/fairface/fairface_004135.jpg,0,2,3
fairface,fairface_001877,data/raw/fairface/fairface_001877.jpg,1,3,5
fairface,fairface_009097,data/raw/fairface/fairface_009097.jpg,0,3,1
fairface,fairface_006349,data/raw/fairface/fairface_006349.jpg,0,4,3
fairface,fairface_006033,data/raw/fairface/fairface_006033.jpg,0,0,1
fairface,fairface_002925,data/raw/fairface/fairface_002925.jpg,1,3,3
fairface,fairface_007848,data/raw/fairface/fairface_007848.jpg,1,3,1
fairface,fairface_001579,data/raw/fairface/fairface_001579.jpg,0,6,4
fairface,fairface_003746,data/raw/fairface/fairface_003746.jpg,1,0,1
fairface,fairface_000347,data/raw/fairface/fairface_000347.jpg,0,3,0
fairface,fairface_008682,data/raw/fairface/fairface_008682.jpg,1,0,3
fairface,fairface_001684,data/raw/fairface/fairface_001684.jpg,1,3,4
fairface,fairface_008831,data/raw/fairface/fairface_008831.jpg,1,5,4
fairface,fairface_003317,data/raw/fairface/fairface_003317.jpg,1,0,1
fairface,fairface_008768,data/raw/fairface/fairface_008768.jpg,1,5,4
fairface,fairface_006665,data/raw/fairface/fairface_006665.jpg,0,6,6
fairface,fairface_005779,data/raw/fairface/fairface_005779.jpg,1,2,5
fairface,fairface_006300,data/raw/fairface/fairface_006300.jpg,1,3,4
fairface,fairface_000990,data/raw/fairface/fairface_000990.jpg,1,0,6
fairface,fairface_002002,data/raw/fairface/fairface_002002.jpg,1,2,4
fairface,fairface_009186,data/raw/fairface/fairface_009186.jpg,1,1,6
fairface,fairface_000354,data/raw/fairface/fairface_000354.jpg,0,0,4
fairface,fairface_008409,data/raw/fairface/fairface_008409.jpg,1,6,4
fairface,fairface_004475,data/raw/fairface/fairface_004475.jpg,0,5,8
fairface,fairface_005800,data/raw/fairface/fairface_005800.jpg,0,2,3
fairface,fairface_004481,data/raw/fairface/fairface_004481.jpg,1,6,3
fairface,fairface_005939,data/raw/fairface/fairface_005939.jpg,0,3,3
